,mean,std,var,min,q25,median,q75,max
RUNX1,0.009465667169469689,0.01154048222346257,0.0001331827299500556,0.0,0.0,0.0048790007806401,0.0150982896884536,0.1626215314739905
BPTF,0.024556388071721075,0.011265681380550537,0.00012691557696808305,0.0,0.0164584959666926,0.0232782548356318,0.0312798161158816,0.0961054731546534
ERF,0.01040877589318972,0.011095845771081499,0.0001231177933756272,0.0,0.0014936247723132,0.0076502732240437,0.015063752276867,0.2499271402550091
RUNX2,0.008210576616442223,0.011014881822213505,0.0001213276215573295,0.0,0.0,0.0040180006428801,0.0130183220829315,0.159916425586628
NFKB1,0.013613490575122478,0.010881562249330685,0.00011840839698605869,0.0,0.0048094917284227,0.0120705142600494,0.0198555281083913,0.1340107792499438
FOXF2,0.003509516144254028,0.010810947956395178,0.00011687659571588507,0.0,0.0,0.0,0.0,0.2317850637522768
MYB,0.0047746662611088,0.010752423275240989,0.00011561460628994415,0.0,0.0,0.0,0.0,0.2311182669789227
BCL11A,0.026467870053250773,0.0105958448016862,0.00011227192706142048,0.0032051282051282,0.019519756200084,0.0242552017654476,0.0305833596048759,0.1410880359394703
HIC1,0.002749344707556868,0.010264312917196419,0.00010535611966212527,0.0,0.0,0.0,0.0,0.1952250845693468
E2F2,0.0015850681388031704,0.01025597977465989,0.00010518512113823272,0.0,0.0,0.0,0.0,0.3
CHD1,0.024118471638869723,0.010237365573793952,0.00010480365389150155,0.0,0.0167570068746694,0.0232240437158469,0.0304402432575356,0.1126057641459545
JUN,0.029776024560653834,0.01020817931377802,0.00010420692490224549,0.001200098664238,0.0224413706739526,0.028612629022465,0.0359223208864602,0.1120360883424408
LEF1,0.0080738003090704,0.010199094841146509,0.00010402153557870131,0.0,0.0033407848981619,0.0060481867858917,0.0096497764530551,0.171100347739692
GATAD1,0.016148058340067786,0.009930953027744686,9.862382803927134e-05,0.0,0.0087961414073826,0.0147485223597635,0.0220391435262629,0.0798204527712724
ETS1,0.012410943697195708,0.009757356030708644,9.520599671000634e-05,0.0,0.0069435480401015,0.0106170130373047,0.0153446495417581,0.1667473430575276
RFX3,0.02257757635226917,0.00957415048659256,9.166435753992056e-05,0.0,0.0156640733537093,0.0216148004075206,0.0284454015004167,0.0786908400481615
EBF1,0.025682589723270092,0.009439743700955397,8.910876113972708e-05,0.0047363979706297,0.0202834120589052,0.0245104092700647,0.0291747707696582,0.1524163090570426
ZBTB7A,0.021592534103116356,0.009422571554829187,8.878485470587611e-05,0.0039882940978426,0.0150532204179939,0.019397612203144,0.0256705966902338,0.0792584427524408
NFIC,0.015779453408181803,0.009339840842671155,8.723262696642825e-05,0.0,0.0087770201653851,0.0145920982639392,0.021519415832487,0.0718482518497026
STAT1,0.027188815313810854,0.008960260339619401,8.02862653537564e-05,0.0021773998023088,0.0210559689662246,0.0259982468900949,0.0318217422928439,0.0981508420522575
ETS2,0.007813461693506954,0.00876713239316288,7.686261039924586e-05,0.0,0.0001801477211313,0.0054044316339398,0.0117846634240076,0.1383684621389539
BATF,0.0004896502824768725,0.008550321447521339,7.310799685594342e-05,0.0,0.0,0.0,0.0,0.3224043715846995
ETV1,0.03050665882719984,0.008381893190608865,7.025613345877527e-05,0.0054346829500861,0.024904188212858,0.0292271793743352,0.0344418161147174,0.1328987420691678
FLI1,0.01328051197702563,0.007930310409424624,6.288982318982855e-05,0.0003592480717909,0.0095897240388281,0.0120262568794783,0.0148611396228628,0.1312672903408702
ERG,0.012244728467031885,0.00792499566149289,6.280555623468114e-05,0.0,0.0084725980158098,0.0109501830335826,0.0138840256777547,0.1369886996657647
FOXD1,0.0004423259178763453,0.007871603169291553,6.196213645480083e-05,0.0,0.0,0.0,0.0,0.2353142076502732
FOXC1,0.003326904165381578,0.007767161037561213,6.032879058340897e-05,0.0,0.0,0.0,0.0,0.1606269772792637
